"Fecha_Accidente","DIRECCION ACCIDENTE","CLASE ACCIDENTE","SERVICIO_VEHICULO_ACCIDENTADO","CLASE_VEHICULO_ACCIDENTADO","CANTIDAD_ACCIDENTES"
"2020-06-30T00:00:00.000","CR 44 CL 40","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-06-30T00:00:00.000","CR 44 CL 40","Choque","PUBLICO","BUS","1"
"2020-06-30T00:00:00.000","CR 73 CL 80","Choque","PUBLICO","AUTOMOVIL","1"
"2020-06-30T00:00:00.000","CR 73 CL 80","Choque","PARTICULAR","BUS","1"
"2020-07-01T00:00:00.000","CL 110 CR 46","Choque",,"BICICLETA","1"
"2020-07-01T00:00:00.000","CL 110 CR 46","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-01T00:00:00.000","CL 24 CR 10","Choque","PUBLICO","BUS","1"
"2020-07-01T00:00:00.000","CL 24 CR 10","Choque","PARTICULAR","CAMION","1"
"2020-07-01T00:00:00.000","CL 35  CR 24","Choque","PUBLICO","MICROBUS","1"
"2020-07-01T00:00:00.000","CL 35  CR 24","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-01T00:00:00.000","CL 45 CR 1","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-01T00:00:00.000","CL 45 CR 1","Choque","PUBLICO","CAMIONETA","1"
"2020-07-01T00:00:00.000","CL 45 CR 30","Choque","PUBLICO","BUS","1"
"2020-07-01T00:00:00.000","CL 45 CR 30","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-01T00:00:00.000","CL 76 CR 47","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-01T00:00:00.000","CR 38 CL 74","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-01T00:00:00.000","CR 41 CL 36","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-01T00:00:00.000","CR 41 CL 72","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-01T00:00:00.000","CR 41 CL 72","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-01T00:00:00.000","CR 42B CL 84","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-01T00:00:00.000","CR 42B CL 84","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-01T00:00:00.000","CR 44 92","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-01T00:00:00.000","CR 44 92","Choque","PARTICULAR","CAMPERO","1"
"2020-07-02T00:00:00.000","CL 36 CR 50","Otro","OFICIAL","MOTOCICLETA","1"
"2020-07-02T00:00:00.000","CL 54 CR 45","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-02T00:00:00.000","CL 54 CR 45","Choque","PUBLICO","CAMIONETA","1"
"2020-07-02T00:00:00.000","CL 80 CR 52","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-02T00:00:00.000","CL 80 CR 52","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-02T00:00:00.000","CL 82 CR 51B Y 51","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-02T00:00:00.000","CL 82 CR 51B Y 51","Choque","PARTICULAR","CAMPERO","1"
"2020-07-02T00:00:00.000","CL 89 CR 71","Choque","PUBLICO","BUS","1"
"2020-07-02T00:00:00.000","CL 89 CR 71","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-02T00:00:00.000","CR 8 CL 47","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-02T00:00:00.000","CR 8 CL 47","Choque","PARTICULAR","CAMPERO","1"
"2020-07-02T00:00:00.000","VIA 40 CL 79","Choque","PUBLICO","CAMION","1"
"2020-07-02T00:00:00.000","VIA 40 CL 79","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-02T00:00:00.000","VIA 40 CR 62 174","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-02T00:00:00.000","VIA 40 CR 62 174","Choque","PARTICULAR","TRACTO/CAMION","1"
"2020-07-02T00:00:00.000","VIA JUAN MINA CR 38","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-02T00:00:00.000","VIA JUAN MINA CR 38","Choque","PUBLICO","CAMION","2"
"2020-07-02T00:00:00.000","VIA JUAN MINA CR 38","Choque","PUBLICO","CAMIONETA","1"
"2020-07-02T00:00:00.000","VIA JUAN MINA CR 38","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-03T00:00:00.000","CL 110 CR 4 SUR","Choque","PUBLICO","BUS","1"
"2020-07-03T00:00:00.000","CL 110 CR 4 SUR","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-03T00:00:00.000","CL 79 CR 50 Y 51","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-03T00:00:00.000","CL 79 CR 50 Y 51","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-03T00:00:00.000","CR 45 CL 62","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-03T00:00:00.000","CR 45 CL 62","Choque","PUBLICO","CAMION","1"
"2020-07-04T00:00:00.000","CL 37 CR 20","Choque","OFICIAL","CAMIONETA","1"
"2020-07-04T00:00:00.000","CL 37 CR 20","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-04T00:00:00.000","CL 60 CR 36","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-04T00:00:00.000","CL 60 CR 36","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-04T00:00:00.000","CL 94 CR 71","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-04T00:00:00.000","CL 94 CR 71","Choque","PARTICULAR","CAMPERO","1"
"2020-07-05T00:00:00.000","CL 110 CR 6Q Y 6R","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-06T00:00:00.000","CL 17 CR 8","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-06T00:00:00.000","CL 17 CR 8","Choque","PUBLICO","MICROBUS","1"
"2020-07-06T00:00:00.000","CL 24 CR 7","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-06T00:00:00.000","CL 24 CR 7","Choque","PUBLICO","MICROBUS","1"
"2020-07-06T00:00:00.000","CL 26 CR 18","Choque","PUBLICO","BUS","1"
"2020-07-06T00:00:00.000","CL 26 CR 18","Choque","OFICIAL","MOTOCICLETA","1"
"2020-07-06T00:00:00.000","CL 38B 14 08","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-06T00:00:00.000","CL 38B 14 08","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-06T00:00:00.000","CL 60 CR 16","Choque","PUBLICO","CAMION","1"
"2020-07-06T00:00:00.000","CL 60 CR 16","Choque","OFICIAL","MOTOCICLETA","1"
"2020-07-06T00:00:00.000","CL 76 71 62","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-06T00:00:00.000","CL 76 71 62","Choque","PARTICULAR","CAMION","1"
"2020-07-06T00:00:00.000","CL 76 71 62","Choque","PUBLICO","MICROBUS","1"
"2020-07-06T00:00:00.000","CL 84B CR 41E","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-06T00:00:00.000","CL 84B CR 41E","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-06T00:00:00.000","CR 15 SUR CL 69","Choque","PUBLICO","AUTOMOVIL","2"
"2020-07-06T00:00:00.000","CR 17 SUR CL 95","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-06T00:00:00.000","CR 17 SUR CL 95","Choque","PARTICULAR","CAMIONETA","2"
"2020-07-06T00:00:00.000","CR 17 SUR CL 95","Choque","PUBLICO","CAMIONETA","1"
"2020-07-07T00:00:00.000","CL 110 CR 6A 40","Choque","PUBLICO","CAMION","1"
"2020-07-07T00:00:00.000","CL 110 CR 6A 40","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-07T00:00:00.000","CL 53D CR 31","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CL 53D CR 31","Choque","PUBLICO","BUS","1"
"2020-07-07T00:00:00.000","CR 13C 07 30","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 4 CL 33E","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-07T00:00:00.000","CR 45 CL 42","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 45 CL 42","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 47 CL 69","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 47 CL 69","Choque",,"BICICLETA","1"
"2020-07-07T00:00:00.000","CR 53 CL 99","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 53 CL 99","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-07T00:00:00.000","CR 6 CL 99B","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-07T00:00:00.000","CR 6 CL 99B","Choque",,"TRACCION ANIMAL","1"
"2020-07-07T00:00:00.000","VIA 40 CL 53","Choque","PUBLICO","BUS","1"
"2020-07-07T00:00:00.000","VIA 40 CL 53","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-08T00:00:00.000","CL 17 CR 25","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-08T00:00:00.000","CL 17 CR 25","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-08T00:00:00.000","CL 68  CR 24B","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-08T00:00:00.000","CL 68  CR 24B","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-08T00:00:00.000","CL 84 67 16","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-08T00:00:00.000","VIA 40 CL 67","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-08T00:00:00.000","VIA 40 CL 67","Choque","PUBLICO","CAMION","1"
"2020-07-09T00:00:00.000","AV MURILLO CR 20","Choque","PUBLICO","BUS","2"
"2020-07-09T00:00:00.000","CL 68 CR 27","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-09T00:00:00.000","CL 68 CR 27","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-09T00:00:00.000","CR 38 CL 60","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-09T00:00:00.000","CR 38 CL 60","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-09T00:00:00.000","CR 9 TRANSV 10","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-10T00:00:00.000","AV CIRCUNVALAR CL 76","Choque","PUBLICO","BUSETA","1"
"2020-07-10T00:00:00.000","AV CIRCUNVALAR CL 76","Choque","PARTICULAR","CAMIONETA","2"
"2020-07-10T00:00:00.000","CL 110 CR 6G","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-10T00:00:00.000","CL 110 CR 6G","Choque","PUBLICO","CAMION","1"
"2020-07-10T00:00:00.000","CL 17 CR 18","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-10T00:00:00.000","CL 17 CR 18","Choque","PARTICULAR","CAMPERO","1"
"2020-07-10T00:00:00.000","CL 45 CR 20","Choque",,"BICICLETA","1"
"2020-07-10T00:00:00.000","CL 45 CR 20","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-10T00:00:00.000","CR 44 CL 79","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-10T00:00:00.000","CR 44 CL 79","Choque","PUBLICO","BUS","1"
"2020-07-11T00:00:00.000","CR 21 84A 14","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-11T00:00:00.000","CR 43 CL 54","Atropello",,"AUTOMOVIL","1"
"2020-07-11T00:00:00.000","CR 43 CL 54","Atropello","PUBLICO","BUS","1"
"2020-07-12T00:00:00.000","CL 19 CR 6C","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-12T00:00:00.000","CL 19 CR 6C","Choque",,"BICICLETA","1"
"2020-07-12T00:00:00.000","CL 19 CR 6C","Choque","PARTICULAR","CAMPERO","1"
"2020-07-12T00:00:00.000","CR 15 CL 24","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-12T00:00:00.000","CR 15 CL 24","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-12T00:00:00.000","CR 42CL 68 34","Choque","PARTICULAR","CAMPERO","1"
"2020-07-12T00:00:00.000","CR 42CL 68 34","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-12T00:00:00.000","CR 4C CL 51B","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-12T00:00:00.000","CR 4C CL 51B","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-13T00:00:00.000","CL 30 3E 73","Choque","PUBLICO","CAMIONETA","1"
"2020-07-13T00:00:00.000","CL 30 3E 73","Choque","PUBLICO","MICROBUS","1"
"2020-07-13T00:00:00.000","CL 76 CR 51B","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-13T00:00:00.000","CL 76 CR 51B","Choque","PUBLICO","BUSETA","1"
"2020-07-13T00:00:00.000","CL 85 CR 47","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-13T00:00:00.000","CR 20B CL 64B","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-13T00:00:00.000","CR 20C 17 108","Atropello","PARTICULAR","MOTOCICLETA","1"
"2020-07-13T00:00:00.000","CR 50 43","Choque",,"BICICLETA","1"
"2020-07-13T00:00:00.000","CR 50 43","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-13T00:00:00.000","CR 8 B 5 125","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-13T00:00:00.000","CR 8 B 5 125","Choque","PUBLICO","VOLQUETA","1"
"2020-07-14T00:00:00.000","CL 45 CR 1E","Atropello","PUBLICO","AUTOMOVIL","1"
"2020-07-14T00:00:00.000","CL 84 CR 51B","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-14T00:00:00.000","CL 84 CR 51B","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-14T00:00:00.000","CR 23 53 56","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-14T00:00:00.000","CR 23 53 56","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-15T00:00:00.000","CL 110 42 109","Choque","PUBLICO","CAMIONETA","1"
"2020-07-15T00:00:00.000","CL 110 42 109","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-15T00:00:00.000","CR 26 CL 48","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-15T00:00:00.000","CR 26 CL 48","Choque","PUBLICO","BUS","1"
"2020-07-15T00:00:00.000","CR 38 CL 47","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-15T00:00:00.000","CR 38 CL 47","Choque",,"BICICLETA","1"
"2020-07-15T00:00:00.000","CR 38 CL 47","Choque","PUBLICO","BUS","1"
"2020-07-15T00:00:00.000","CR 44 75B 29","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-15T00:00:00.000","CR 6 CL 56","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-15T00:00:00.000","CR 6 CL 56","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-15T00:00:00.000","CR 9J 110 187","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-16T00:00:00.000","CL 17 CR 26","Atropello","PARTICULAR","MOTOCICLETA","1"
"2020-07-16T00:00:00.000","CL 30 CR 38","Choque","PUBLICO","BUS","1"
"2020-07-16T00:00:00.000","CL 30 CR 38","Choque","PUBLICO","BUSETA","1"
"2020-07-16T00:00:00.000","CL 58 15 179","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-16T00:00:00.000","CL 58 15 179","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-17T00:00:00.000","CL 45 CR 3","Choque","PUBLICO","AUTOMOVIL","2"
"2020-07-17T00:00:00.000","CL 45 CR 3","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-17T00:00:00.000","CL 64 CR 54","Choque","PUBLICO","BUS","2"
"2020-07-17T00:00:00.000","CL 76 CR 50","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-17T00:00:00.000","CL 76 CR 50","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-17T00:00:00.000","CR 49C 82 29","Choque","PUBLICO","BUS","1"
"2020-07-17T00:00:00.000","CR 49C 82 29","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-17T00:00:00.000","CR 49C 82 29","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-17T00:00:00.000","CR 54 CL 67","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-17T00:00:00.000","CR 54 CL 67","Choque","PUBLICO","BUSETA","1"
"2020-07-18T00:00:00.000","CL 110 CR 60","Choque","PUBLICO","BUS","1"
"2020-07-18T00:00:00.000","CL 110 CR 60","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-18T00:00:00.000","CL 53D CR 21A","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-18T00:00:00.000","CR 30 CL 4","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-18T00:00:00.000","CR 30 CL 4","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-19T00:00:00.000","CL 31 CR 24","Choque","PUBLICO","AUTOMOVIL","2"
"2020-07-19T00:00:00.000","CL 31 CR 26","Choque","PUBLICO","CAMION","1"
"2020-07-19T00:00:00.000","CL 31 CR 26","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-19T00:00:00.000","CL 6 CR 42","Choque",,"BICICLETA","1"
"2020-07-19T00:00:00.000","CL 6 CR 42","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-21T00:00:00.000","CALLE 35 CR 33 142","Atropello","PUBLICO","AUTOMOVIL","1"
"2020-07-21T00:00:00.000","CL 113 CR 29","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-21T00:00:00.000","CL 113 CR 29","Choque",,"TRACCION ANIMAL","1"
"2020-07-21T00:00:00.000","CL 17 CR 23 103","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-21T00:00:00.000","CL 19 CR 1C","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-21T00:00:00.000","CL 19 CR 1C","Choque","PUBLICO","BUS","1"
"2020-07-21T00:00:00.000","CL 30 CR 8","Choque","PUBLICO","CAMION","1"
"2020-07-21T00:00:00.000","CL 30 CR 8","Choque","PUBLICO","MICROBUS","1"
"2020-07-21T00:00:00.000","CL 68 CR 60","Choque","PARTICULAR","CAMPERO","1"
"2020-07-21T00:00:00.000","CL 68 CR 60","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-21T00:00:00.000","CR 11K 116 33","Choque","PARTICULAR","CAMIONETA","2"
"2020-07-21T00:00:00.000","CR 53 CL 82","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-21T00:00:00.000","CR 53 CL 82","Choque","PUBLICO","CAMION","1"
"2020-07-21T00:00:00.000","CR 65 86 93","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-21T00:00:00.000","VIA 40 CL 52","Choque","PUBLICO","BUS","1"
"2020-07-21T00:00:00.000","VIA 40 CL 52","Choque","PUBLICO","CAMION","1"
"2020-07-21T00:00:00.000","VIA 40 CL 52","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-21T00:00:00.000","VIA 40 CR 51","Choque","PUBLICO","BUS","1"
"2020-07-21T00:00:00.000","VIA 40 CR 51","Choque","PARTICULAR","CAMION","1"
"2020-07-22T00:00:00.000","CL 30 CR 4","Atropello","PARTICULAR","MOTOCICLETA","1"
"2020-07-22T00:00:00.000","CR 36 CL 107","Atropello","PARTICULAR","AUTOMOVIL","1"
"2020-07-22T00:00:00.000","CR 47 85","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-22T00:00:00.000","CR 47 85","Choque","PUBLICO","CAMIONETA","1"
"2020-07-22T00:00:00.000","VIA 40 CL 77","Choque","PARTICULAR","AUTOMOVIL","3"
"2020-07-22T00:00:00.000","VIA 40 CR 54","Choque","PARTICULAR","CAMPERO","1"
"2020-07-22T00:00:00.000","VIA 40 CR 54","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-23T00:00:00.000","CL 110 CR 13A","Choque","PUBLICO","CAMION","1"
"2020-07-23T00:00:00.000","CL 110 CR 13A","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-23T00:00:00.000","CL 87 CR 73","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-23T00:00:00.000","CL 87 CR 73","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-23T00:00:00.000","CR 38 CL 108","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-23T00:00:00.000","CR 38 CL 108","Choque","PUBLICO","CAMIONETA","1"
"2020-07-24T00:00:00.000","CALLE 94 9H 74","Atropello","PARTICULAR","MOTOCICLETA","1"
"2020-07-24T00:00:00.000","CL 30 CR 36","Atropello","PUBLICO","BUS","1"
"2020-07-24T00:00:00.000","CR 42B1 CL 84","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-24T00:00:00.000","CR 50 CL 69","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-24T00:00:00.000","CR 50 CL 69","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-25T00:00:00.000","AV 40 CR 50","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-25T00:00:00.000","AV 40 CR 50","Choque","PUBLICO","BUS","1"
"2020-07-25T00:00:00.000","AV CIRCUNVALAR CR 9G","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-25T00:00:00.000","AV CIRCUNVALAR CR 9G","Choque","PUBLICO","BUS","1"
"2020-07-25T00:00:00.000","CL 17 CR 7","Choque","PUBLICO","MICROBUS","1"
"2020-07-25T00:00:00.000","CL 17 CR 7","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-25T00:00:00.000","CL 44 CR 29","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-25T00:00:00.000","CL 44 CR 29","Choque",,"MAQUINARIA INDUSTRIAL","1"
"2020-07-25T00:00:00.000","CL 75 CR 21","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-25T00:00:00.000","CL 75 CR 21","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-25T00:00:00.000","CR 21 CL 12","Choque","PARTICULAR","MOTOCICLETA","2"
"2020-07-26T00:00:00.000","CL 17 7 224","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-26T00:00:00.000","CL 17 7 224","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-26T00:00:00.000","CL 49 CR 1A 04","Choque",,"BICICLETA","1"
"2020-07-26T00:00:00.000","CL 49 CR 1A 04","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-26T00:00:00.000","CL 80B CR 42 G","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-26T00:00:00.000","CL 80B CR 42 G","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-27T00:00:00.000","CL 110 CR 6H","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-27T00:00:00.000","CL 51B CR 12 SUR","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-27T00:00:00.000","CL 51B CR 12 SUR","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-27T00:00:00.000","CL 71 39 110","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-27T00:00:00.000","CL 71 39 110","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-27T00:00:00.000","CL 77 AV 40","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CL 77 AV 40","Choque","PUBLICO","BUS","1"
"2020-07-27T00:00:00.000","CL 90 CR 51B","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CL 90 CR 51B","Choque",,"DESCONOCIDA","1"
"2020-07-27T00:00:00.000","CL 93 CR 46","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CL 93 CR 46","Choque","PARTICULAR","CAMPERO","1"
"2020-07-27T00:00:00.000","CR 43 32 13","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-27T00:00:00.000","CR 43 CL 71","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CR 43 CL 71","Choque","PUBLICO","BUSETA","1"
"2020-07-27T00:00:00.000","CR 46 CL 79","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CR 46 CL 79","Choque","PARTICULAR","CAMPERO","1"
"2020-07-27T00:00:00.000","CR 52 72 149","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CR 52 72 149","Choque","PUBLICO","CAMIONETA","1"
"2020-07-27T00:00:00.000","CR 52 CL 98","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-27T00:00:00.000","CR 52 CL 98","Choque","PUBLICO","BUS","1"
"2020-07-28T00:00:00.000","CALLE 30 CR 6","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CALLE 30 CR 6","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CL 110 CR 27","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CL 110 CR 27","Choque","PUBLICO","BUS","1"
"2020-07-28T00:00:00.000","CL 30 CR 18","Choque","PUBLICO","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CL 30 CR 18","Choque",,"TRACCION ANIMAL","1"
"2020-07-28T00:00:00.000","CL 4 CR 38 Y 30","Choque","PUBLICO","TRACTO/CAMION","1"
"2020-07-28T00:00:00.000","CL 4 CR 38 Y 30","Choque","PUBLICO","VOLQUETA","1"
"2020-07-28T00:00:00.000","CL 64 CR 5B","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CL 64 CR 5B","Choque","PARTICULAR","CAMPERO","1"
"2020-07-28T00:00:00.000","CL 80B CR 41D","Choque","PARTICULAR","CAMIONETA","1"
"2020-07-28T00:00:00.000","CL 80B CR 41D","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-28T00:00:00.000","CL 84 CR 50","Choque","PARTICULAR","AUTOMOVIL","2"
"2020-07-28T00:00:00.000","CR 27 CL 50","Choque","PUBLICO","BUS","1"
"2020-07-28T00:00:00.000","CR 27 CL 50","Choque","PUBLICO","MICROBUS","1"
"2020-07-28T00:00:00.000","CR 38 CL 74","Choque","PARTICULAR","CAMIONETA","2"
"2020-07-28T00:00:00.000","CR 50 CL 68","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CR 50 CL 68","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-28T00:00:00.000","CR 54 CL 75","Choque","PUBLICO","CAMIONETA","1"
"2020-07-28T00:00:00.000","CR 54 CL 75","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-28T00:00:00.000","CR 73 91 135","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-28T00:00:00.000","CR 73 91 135","Choque","PUBLICO","VOLQUETA","1"
"2020-07-29T00:00:00.000","CL 51B CR 33","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-29T00:00:00.000","CL 51B CR 33","Choque","PUBLICO","BUS","1"
"2020-07-29T00:00:00.000","CR 14 63C 36","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-29T00:00:00.000","CR 14 63C 36","Choque","PARTICULAR","MOTOCICLETA","1"
"2020-07-29T00:00:00.000","CR 38 CL 53","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-29T00:00:00.000","CR 38 CL 53","Choque","PUBLICO","BUS","1"
"2020-07-29T00:00:00.000","CR 42B 80A 131","Choque","PARTICULAR","AUTOMOVIL","1"
"2020-07-29T00:00:00.000","CR 42B 80A 131","Choque","PARTICULAR","CAMPERO","1"
